ticket_id,service,priority,opened_at,due_at,status,assigned_team,resolution_time_hours,sla_breach_risk,penalty_cost,issue_type,queue_delay_hours,waiting_hours,processing_steps,last_updated_at,breach_flag,actual_penalty_exposure,recommended_action
HD-24873,Service T.3O,Medium,2017-11-22T14:59:21Z,2017-11-23T14:59:21Z,Done,Support Pod 193,16.97,Medium,2000,Vacation,16.97,0.0,1,2017-11-23T07:57:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-25045,Service DB6,Medium,2017-12-03T05:09:18Z,2017-12-04T05:09:18Z,Done,Unassigned Queue,23.33,High,2000,Story,0.01,0.0,2,2017-12-05T05:20:56Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011630,Service C12HHX18A,Blocker,2023-02-03T20:06:34Z,2023-02-04T00:06:34Z,Closed,Support Pod 143,0.11,Low,15000,Service,0.02,0.0,2,2023-02-03T20:13:17Z,False,0,Continue monitoring under normal SLA watch.
HD-1009862,Service C12HGX18A,Blocker,2022-11-14T12:54:10Z,2022-11-14T16:54:10Z,Closed,Support Pod 143,0.37,Low,15000,Deployment,0.02,0.0,3,2022-11-14T13:16:47Z,False,0,Continue monitoring under normal SLA watch.
HD-1010608,Service C12HHX18A,Blocker,2022-12-19T08:27:20Z,2022-12-19T12:27:20Z,Closed,Support Pod 143,0.91,Low,15000,Ticket,0.01,0.0,4,2022-12-19T09:22:00Z,False,0,Continue monitoring under normal SLA watch.
HD-1000781,Service C05GPW20_,Highest,2021-05-24T05:38:37Z,2021-05-24T13:38:37Z,Closed,Support Pod 186,2.18,Low,9000,Ticket,0.04,0.0,3,2021-05-24T07:49:23Z,False,0,Continue monitoring under normal SLA watch.
HD-1002495,Service C08GG811,Blocker,2021-09-14T08:55:10Z,2021-09-14T12:55:10Z,Closed,Support Pod 082,196.59,Breached,15000,Ticket,196.59,0.0,2,2021-09-22T13:30:53Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-18927,Service D.WH,Medium,2016-12-07T12:40:37Z,2016-12-08T12:40:37Z,Done,Unassigned Queue,16.9,Medium,2000,Story,16.89,0.0,2,2016-12-08T05:34:19Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005317,Service C12GGZCZ0U,Highest,2022-02-27T12:19:06Z,2022-02-27T20:19:06Z,Closed,Support Pod 263,2.14,Low,9000,Ticket,0.01,0.67,5,2022-02-27T14:27:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1004920,Service C11GKZ_0,Blocker,2022-02-06T10:26:57Z,2022-02-06T14:26:57Z,Closed,Support Pod 170,0.66,Low,15000,Ticket,0.67,0.0,1,2022-02-06T11:06:53Z,False,0,Continue monitoring under normal SLA watch.
HD-27917,Service T.N2,Blocker,,,Done,Support Pod 285,,Low,15000,Task,7.02,0.0,4,,False,0,Continue monitoring under normal SLA watch.
HD-1001728,Service C12GGZCZ0U,Highest,2021-07-28T06:02:40Z,2021-07-28T14:02:40Z,Closed,Support Pod 120,2.1,Low,9000,Ticket,0.01,0.0,7,2021-07-28T08:09:00Z,False,0,Continue monitoring under normal SLA watch.
HD-20921,Service T.3Q,Medium,2017-03-29T13:22:44Z,2017-03-30T13:22:44Z,Done,Unassigned Queue,17.27,Medium,2000,Vacation,17.27,0.0,1,2017-04-09T10:12:57Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011582,Service C11HL0D.NZ,Highest,2023-02-01T06:48:14Z,2023-02-01T14:48:14Z,Closed,Support Pod 216,2.75,Low,9000,Service,0.05,0.0,2,2023-02-01T09:33:21Z,False,0,Continue monitoring under normal SLA watch.
HD-1002694,Service C05GPW20_,Blocker,2021-09-26T07:23:47Z,2021-09-26T11:23:47Z,Closed,Support Pod 186,0.5,Low,15000,Ticket,0.06,0.0,4,2021-09-26T07:53:34Z,False,0,Continue monitoring under normal SLA watch.
HD-1002843,Service C06GGZCZ0,Medium,2021-10-05T12:42:53Z,2021-10-06T12:42:53Z,Closed,Support Pod 120,23.49,High,2000,Ticket,0.04,0.0,4,2021-10-06T12:12:10Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001714,Service C11GRZ_0,Highest,2021-07-27T05:47:03Z,2021-07-27T13:47:03Z,Closed,Support Pod 216,1.59,Low,9000,Ticket,1.59,0.0,1,2021-07-27T07:22:15Z,False,0,Continue monitoring under normal SLA watch.
HD-1003907,Service C12GGZCZ0U,Highest,2021-12-13T10:07:45Z,2021-12-13T18:07:45Z,Closed,Support Pod 263,4.41,Medium,9000,Ticket,0.02,0.0,4,2021-12-13T14:32:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012396,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.89,High,5000,Ticket,11.89,0.0,1,2023-03-06T07:28:11Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007872,Service C01GGZ-3,Highest,2022-08-03T09:44:15Z,2022-08-03T17:44:15Z,Closed,Support Pod 111,3.99,Low,9000,Ticket,0.03,0.0,3,2022-08-03T13:43:40Z,False,0,Continue monitoring under normal SLA watch.
HD-13363,Service DDE1,Medium,2016-01-26T09:57:23Z,2016-01-27T09:57:23Z,Done,Unassigned Queue,22.76,High,2000,Ticket,1.91,0.0,2,2016-04-02T13:01:48Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1000885,Service C02GG0_D0,Highest,2021-05-31T05:31:34Z,2021-05-31T13:31:34Z,Closed,Support Pod 176,5.09,Medium,9000,Ticket,0.02,4.95,4,2021-05-31T10:37:13Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1008406,Service C02GG0X93,Blocker,2022-09-04T05:01:58Z,2022-09-04T09:01:58Z,Closed,Support Pod 093,676.38,Breached,15000,Ticket,0.01,674.35,6,2022-10-02T09:24:51Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012189,Service C12HHX18AJ28AV.EW8X3D,Medium,2023-02-26T18:10:02Z,2023-02-27T18:10:02Z,Closed,Support Pod 041,12.45,Medium,2000,Deployment,0.01,0.0,3,2023-02-27T06:37:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010549,Service C07GGX0U,Blocker,2022-12-15T06:26:29Z,2022-12-15T10:26:29Z,Closed,Support Pod 162,174.4,Breached,15000,Ticket,1.21,171.15,3,2022-12-22T12:50:46Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1003540,Service C11GRZVZNV,Highest,2021-11-25T08:10:27Z,2021-11-25T16:10:27Z,Closed,Support Pod 205,2.85,Low,9000,Service,0.03,0.0,2,2021-11-25T11:01:32Z,False,0,Continue monitoring under normal SLA watch.
HD-1001202,Service DX8A,Medium,2021-06-16T10:53:07Z,2021-06-17T10:53:07Z,Closed,Support Pod 119,17.89,Medium,2000,Ticket,0.0,0.0,3,2021-06-17T04:46:35Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-25839,Service T.3O,Medium,2018-01-14T15:26:39Z,2018-01-15T15:26:39Z,Done,Unassigned Queue,15.46,Medium,2000,Story,0.05,0.0,2,2018-01-15T06:54:31Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-16057,Service DZC8,Medium,2016-07-19T06:12:43Z,2016-07-20T06:12:43Z,Done,Unassigned Queue,23.66,High,2000,Vacation,23.66,0.0,1,2016-07-20T05:52:09Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007767,Service C07HRU9N,Highest,2022-07-28T05:50:22Z,2022-07-28T13:50:22Z,Closed,Support Pod 087,1.52,Low,9000,Ticket,0.71,0.0,3,2022-07-28T07:21:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1009572,Service C12GGZCZ0U,Highest,2022-11-01T07:31:48Z,2022-11-01T15:31:48Z,Closed,Support Pod 154,3.4,Low,9000,Ticket,0.11,3.24,5,2022-11-01T10:56:06Z,False,0,Continue monitoring under normal SLA watch.
HD-1001919,Service C11GRX0Z2,Blocker,2021-08-09T06:12:07Z,2021-08-09T10:12:07Z,Closed,Support Pod 220,173.06,Breached,15000,Ticket,173.06,0.0,1,2021-08-16T11:15:32Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1002717,Service C06GRZ01,Blocker,2021-09-27T11:38:18Z,2021-09-27T15:38:18Z,Closed,Support Pod 265,0.09,Low,15000,Ticket,0.09,0.0,2,2021-09-27T11:43:34Z,False,0,Continue monitoring under normal SLA watch.
HD-12455,Service D8-E,Medium,2016-03-21T16:19:31Z,2016-03-22T16:19:31Z,Done,Unassigned Queue,15.26,Medium,2000,Story,13.85,0.0,2,2016-04-02T12:33:03Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012350,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.6,High,5000,Ticket,11.6,0.0,1,2023-03-06T07:10:13Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-13518,Service D.WH,Medium,2016-01-31T12:48:35Z,2016-02-01T12:48:35Z,Done,Support Pod 220,16.65,Medium,2000,Ticket,0.2,0.0,2,2016-04-02T13:10:04Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007870,Service C07HRX0U,Medium,2022-08-03T09:21:02Z,2022-08-04T09:21:02Z,Closed,Support Pod 087,23.19,High,2000,Ticket,0.71,22.48,2,2022-08-04T08:32:43Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011125,Service C06GG__Z0,Highest,2023-01-12T07:30:38Z,2023-01-12T15:30:38Z,Closed,Support Pod 120,2.37,Low,9000,Ticket,0.01,1.95,6,2023-01-12T09:53:05Z,False,0,Continue monitoring under normal SLA watch.
HD-1003844,Service C07GGZ40,Blocker,2021-12-12T05:16:22Z,2021-12-12T09:16:22Z,Closed,Support Pod 090,1.62,Low,15000,Ticket,0.08,1.54,3,2021-12-12T06:53:42Z,False,0,Continue monitoring under normal SLA watch.
HD-1012053,Service C01GGD_0,Medium,2023-02-20T11:02:56Z,2023-02-21T11:02:56Z,Closed,Support Pod 133,23.8,High,2000,Ticket,0.96,0.0,2,2023-02-21T10:51:12Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004501,Service C11GRZVZNV,Highest,2022-01-13T03:54:36Z,2022-01-13T11:54:36Z,Closed,Support Pod 170,7.27,High,9000,Service,7.27,0.0,1,2022-01-13T11:10:57Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1006978,Service C07GG_0U,Blocker,2022-06-13T06:36:05Z,2022-06-13T10:36:05Z,Closed,Support Pod 260,0.8,Low,15000,Ticket,0.08,0.21,3,2022-06-13T07:24:26Z,False,0,Continue monitoring under normal SLA watch.
HD-18004,Service DZC0,Medium,2016-10-29T19:18:56Z,2016-10-30T19:18:56Z,Done,Unassigned Queue,17.18,Medium,2000,Story,17.18,0.0,1,2016-10-30T12:29:28Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-12953,Service DX8A,Medium,2015-09-15T13:01:32Z,2015-09-16T13:01:32Z,Done,Unassigned Queue,16.99,Medium,2000,Vacation,16.99,0.0,1,2016-04-02T12:56:55Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012400,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.8,High,5000,Ticket,11.8,0.0,1,2023-03-06T07:23:01Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-19487,Service T.3I,Medium,2017-01-09T21:03:45Z,2017-01-10T21:03:45Z,Done,Unassigned Queue,23.59,High,2000,Story,0.04,0.0,2,2017-01-10T20:39:09Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-18083,Service DD63,Medium,2016-11-01T07:45:16Z,2016-11-02T07:45:16Z,Done,Support Pod 085,23.52,High,2000,Vacation,23.52,0.0,1,2016-11-02T08:47:32Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003956,Service C06HST_9,Blocker,2021-12-14T12:20:00Z,2021-12-14T16:20:00Z,Closed,Support Pod 264,190.81,Breached,15000,Ticket,0.02,169.17,4,2021-12-22T11:08:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001666,Service C12GGZCZ0U,Highest,2021-07-25T06:11:52Z,2021-07-25T14:11:52Z,Closed,Support Pod 263,1.76,Low,9000,Ticket,0.03,1.46,4,2021-07-25T07:57:37Z,False,0,Continue monitoring under normal SLA watch.
HD-39023,Service C10GRX1NV,Blocker,,,Closed,Support Pod 195,,Low,15000,Ticket,0.0,0.0,6,,False,0,Continue monitoring under normal SLA watch.
HD-1012410,Service C06HGFZ_X,Highest,2023-03-06T07:39:45Z,2023-03-06T15:39:45Z,Waiting,Support Pod 141,6.19,Medium,9000,Ticket,0.01,0.0,3,2023-03-06T13:51:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011427,Service C06GGZT_0,Medium,2023-01-25T11:45:53Z,2023-01-26T11:45:53Z,Closed,Support Pod 043,23.89,High,2000,Ticket,0.01,23.38,5,2023-01-26T11:39:08Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005528,Service C06GG__Z0,Highest,2022-03-10T08:37:54Z,2022-03-10T16:37:54Z,Closed,Support Pod 272,4.58,Medium,9000,Ticket,0.01,0.0,4,2022-03-10T13:12:36Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001484,Service DX8A,Medium,2021-07-06T10:29:16Z,2021-07-07T10:29:16Z,Closed,Support Pod 119,16.93,Medium,2000,Ticket,0.01,0.0,2,2021-07-07T03:25:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1004813,Service C06GGCTN0,Highest,2022-01-31T09:09:40Z,2022-01-31T17:09:40Z,Closed,Support Pod 146,1.48,Low,9000,Ticket,0.06,0.0,3,2022-01-31T10:38:25Z,False,0,Continue monitoring under normal SLA watch.
HD-1001954,Service C11GRX0.,Highest,2021-08-11T09:18:52Z,2021-08-11T17:18:52Z,Closed,Support Pod 205,1.97,Low,9000,Ticket,0.03,0.0,3,2021-08-11T11:17:05Z,False,0,Continue monitoring under normal SLA watch.
HD-1008939,Service C12HGX18A,Highest,2022-09-29T11:56:53Z,2022-09-29T19:56:53Z,Closed,Support Pod 041,2.27,Low,9000,Ticket,0.02,1.97,6,2022-09-29T14:13:10Z,False,0,Continue monitoring under normal SLA watch.
HD-14170,Service DB6,Medium,2016-01-03T15:16:50Z,2016-01-04T15:16:50Z,Done,Unassigned Queue,17.52,Medium,2000,Ticket,17.51,0.0,2,2016-04-02T13:23:37Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010772,Service C12HGX18A,Highest,2022-12-28T08:01:56Z,2022-12-28T16:01:56Z,Closed,Support Pod 041,3.06,Low,9000,Ticket,0.01,2.72,6,2022-12-28T11:05:39Z,False,0,Continue monitoring under normal SLA watch.
HD-12783,Service DU6,Blocker,2016-01-21T16:17:39Z,2016-01-21T20:17:39Z,Done,Unassigned Queue,0.0,Low,15000,Story,42164.17,0.0,1,,False,0,Continue monitoring under normal SLA watch.
HD-1007191,Service C11GG02Z9,Medium,2022-06-22T11:48:04Z,2022-06-23T11:48:04Z,Closed,Support Pod 220,16.76,Medium,2000,Ticket,16.36,0.27,3,2022-06-23T04:33:39Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1004370,Service C12GGZCZ0U,Highest,2022-01-05T10:02:49Z,2022-01-05T18:02:49Z,Closed,Support Pod 263,3.25,Low,9000,Ticket,0.01,0.0,4,2022-01-05T13:17:55Z,False,0,Continue monitoring under normal SLA watch.
HD-1008030,Service C06GRT_9,High,2022-08-14T07:35:14Z,2022-08-14T19:35:14Z,Closed,Support Pod 265,6.51,Medium,5000,Ticket,0.01,0.0,4,2022-08-14T14:05:52Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010162,Service C12HGX18A,Highest,2022-11-29T09:21:02Z,2022-11-29T17:21:02Z,Closed,Support Pod 041,1.69,Low,9000,Deployment,0.01,0.0,3,2022-11-29T11:02:27Z,False,0,Continue monitoring under normal SLA watch.
HD-1007442,Service C02GGND01,Medium,2022-07-06T12:14:07Z,2022-07-07T12:14:07Z,Waiting,Support Pod 132,18.82,Medium,2000,Ticket,0.01,0.0,3,2022-07-07T07:03:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012573,Service C06HG2XCU,Blocker,2023-03-14T07:23:24Z,2023-03-14T11:23:24Z,In Progress,Support Pod 048,0.02,Low,15000,Ticket,0.01,0.0,2,2023-03-14T07:24:19Z,False,0,Continue monitoring under normal SLA watch.
HD-1007405,Service C12HGX18A,Blocker,2022-07-05T06:01:34Z,2022-07-05T10:01:34Z,Closed,Support Pod 143,1010.04,Breached,15000,Ticket,0.04,1008.04,7,2022-08-16T08:03:48Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008741,Service C12HGX18A,Blocker,2022-09-19T07:49:44Z,2022-09-19T11:49:44Z,Closed,Support Pod 041,168.0,Breached,15000,Ticket,0.01,23.35,5,2022-09-26T07:49:34Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-26769,Service C11GRX0.,Unknown,2018-03-06T12:22:29Z,2018-03-07T12:22:29Z,Closed,Support Pod 214,19.01,Medium,1500,Ticket,0.19,18.35,4,2018-03-07T07:23:22Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010056,Service C12HHX18A,Blocker,2022-11-23T10:17:47Z,2022-11-23T14:17:47Z,Closed,Support Pod 143,458.96,Breached,15000,Ticket,0.02,458.3,5,2022-12-12T13:15:38Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009511,Service C12GGZCZ0U,Highest,2022-10-30T08:34:25Z,2022-10-30T16:34:25Z,Closed,Support Pod 154,4.06,Medium,9000,Ticket,0.01,0.0,4,2022-10-30T12:37:51Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000728,Service C06HGW8AD,Blocker,2021-05-19T12:20:40Z,2021-05-19T16:20:40Z,Closed,Support Pod 258,2519.53,Breached,15000,Ticket,0.01,0.0,7,2021-09-01T11:52:29Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007074,Service C13GG10B,High,2022-06-16T03:04:48Z,2022-06-16T15:04:48Z,Closed,Support Pod 203,7.54,Medium,5000,Ticket,2.23,3.86,4,2022-06-16T10:37:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009951,Service C12HGX18A,Blocker,2022-11-17T10:41:51Z,2022-11-17T14:41:51Z,Closed,Support Pod 041,404.99,Breached,15000,Ticket,0.02,143.51,10,2022-12-04T07:41:14Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-24707,Service T.3P,Medium,2017-11-15T13:57:32Z,2017-11-16T13:57:32Z,Done,Unassigned Queue,16.32,Medium,2000,Story,16.32,0.0,1,2017-11-16T06:16:47Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001776,Service C12GGZCZ0U,Highest,2021-08-01T06:25:21Z,2021-08-01T14:25:21Z,Closed,Support Pod 144,2.45,Low,9000,Ticket,0.01,2.08,4,2021-08-01T08:52:34Z,False,0,Continue monitoring under normal SLA watch.
HD-1000951,Service C12GGZCZ0U,Highest,2021-06-03T06:02:32Z,2021-06-03T14:02:32Z,Closed,Support Pod 263,3.04,Low,9000,Ticket,0.08,2.74,4,2021-06-03T09:04:45Z,False,0,Continue monitoring under normal SLA watch.
HD-1011307,Service C12GGZCZ0U,Highest,2023-01-22T05:18:08Z,2023-01-22T13:18:08Z,Closed,Support Pod 154,3.2,Low,9000,Ticket,0.02,0.0,5,2023-01-22T08:30:00Z,False,0,Continue monitoring under normal SLA watch.
HD-1001871,Service C13GGWD0,Highest,2021-08-05T08:43:14Z,2021-08-05T16:43:14Z,Closed,Support Pod 180,1.83,Low,9000,Ticket,1.83,0.0,1,2021-08-05T10:33:11Z,False,0,Continue monitoring under normal SLA watch.
HD-1008275,Service C07HRU9N,Blocker,2022-08-28T07:34:12Z,2022-08-28T11:34:12Z,Closed,Support Pod 262,0.94,Low,15000,Ticket,0.21,0.0,4,2022-08-28T08:30:54Z,False,0,Continue monitoring under normal SLA watch.
HD-1002669,Service C06GG8114,Blocker,2021-09-23T05:35:09Z,2021-09-23T09:35:09Z,Closed,Support Pod 088,914.05,Breached,15000,Ticket,0.03,912.74,6,2021-10-31T07:38:17Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008157,Service C12GGZCZ0U,High,2022-08-21T06:46:07Z,2022-08-21T18:46:07Z,Closed,Support Pod 154,6.13,Medium,5000,Ticket,0.01,6.08,4,2022-08-21T12:54:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011362,Service C12HHX18A,Blocker,2023-01-23T11:43:15Z,2023-01-23T15:43:15Z,Closed,Support Pod 143,169.16,Breached,15000,Ticket,0.01,168.63,4,2023-01-30T12:53:01Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000087,Service C07GG0W,Blocker,2021-03-31T08:49:02Z,2021-03-31T12:49:02Z,Closed,Support Pod 087,0.81,Low,15000,Ticket,0.13,0.68,3,2021-03-31T09:37:34Z,False,0,Continue monitoring under normal SLA watch.
HD-11921,Service D1Z0,Medium,2016-02-09T13:55:22Z,2016-02-10T13:55:22Z,Done,Support Pod 158,18.88,Medium,2000,Ticket,0.01,0.0,2,2016-04-02T12:20:21Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-18179,Service DU6,Medium,2016-11-05T18:27:33Z,2016-11-06T18:27:33Z,Done,Support Pod 162,12.59,Medium,2000,Story,12.53,0.0,4,2016-11-06T07:02:50Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1004454,Service C07HRND01,Blocker,2022-01-11T05:34:14Z,2022-01-11T09:34:14Z,Closed,Support Pod 260,2.46,Medium,15000,Ticket,0.21,2.23,3,2022-01-11T08:01:41Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1002670,Service C06HSX0U,High,2021-09-23T05:39:50Z,2021-09-23T17:39:50Z,Closed,Support Pod 087,6.79,Medium,5000,Ticket,0.78,6.01,2,2021-09-23T12:27:09Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012245,Service C12GGZCZ0U,Highest,2023-03-01T06:06:01Z,2023-03-01T14:06:01Z,Closed,Support Pod 154,2.47,Low,9000,Ticket,0.12,0.0,4,2023-03-01T08:34:32Z,False,0,Continue monitoring under normal SLA watch.
HD-1011534,Service C12HGX18A,Blocker,2023-01-30T11:16:54Z,2023-01-30T15:16:54Z,Closed,Support Pod 041,238.22,Breached,15000,Ticket,0.01,44.26,9,2023-02-09T09:30:13Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006319,Service C12GG0.A,Medium,2022-04-27T07:21:50Z,2022-04-28T07:21:50Z,Closed,Support Pod 263,23.43,High,2000,Ticket,0.02,0.0,4,2022-04-28T06:47:43Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1009425,Service C12HGX18A,Blocker,2022-10-25T10:16:46Z,2022-10-25T14:16:46Z,Closed,Support Pod 143,0.03,Low,15000,Deployment,0.01,0.0,2,2022-10-25T10:18:30Z,False,0,Continue monitoring under normal SLA watch.
HD-11575,Service D0NC,Medium,2015-10-18T06:38:30Z,2015-10-19T06:38:30Z,Done,Support Pod 033,23.4,High,2000,Story,0.02,0.0,3,2016-04-02T12:16:58Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005599,Service C02HK0X93,Blocker,2022-03-15T05:52:15Z,2022-03-15T09:52:15Z,Closed,Support Pod 099,0.43,Low,15000,Ticket,0.01,0.05,4,2022-03-15T06:18:22Z,False,0,Continue monitoring under normal SLA watch.
HD-1003298,Service C12GGZCZ0U,Highest,2021-11-07T06:32:05Z,2021-11-07T14:32:05Z,Closed,Support Pod 144,3.19,Low,9000,Ticket,0.01,0.12,7,2021-11-07T09:43:31Z,False,0,Continue monitoring under normal SLA watch.
HD-1008276,Service C13GRWZC,Blocker,2022-08-28T07:38:22Z,2022-08-28T11:38:22Z,Closed,Support Pod 160,198.39,Breached,15000,Ticket,0.09,198.21,3,2022-09-05T14:01:42Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-11905,Service D1Z0,Blocker,2016-01-21T16:42:32Z,2016-01-21T20:42:32Z,Done,Support Pod 076,17590.12,Breached,15000,Story,17590.12,0.0,1,2018-01-23T14:50:02Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007234,Service C06GGTZ0,Blocker,2022-06-26T10:59:56Z,2022-06-26T14:59:56Z,Closed,Support Pod 132,0.39,Low,15000,Ticket,0.01,0.0,4,2022-06-26T11:23:32Z,False,0,Continue monitoring under normal SLA watch.
HD-12707,Service DN03,Medium,2016-03-09T14:46:08Z,2016-03-10T14:46:08Z,Done,Unassigned Queue,16.83,Medium,2000,Story,0.0,0.0,3,2016-04-02T12:36:51Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011196,Service C12GGZCZ0U,Highest,2023-01-16T05:34:49Z,2023-01-16T13:34:49Z,Closed,Support Pod 154,1.97,Low,9000,Ticket,0.02,0.0,4,2023-01-16T07:32:50Z,False,0,Continue monitoring under normal SLA watch.
HD-1008443,Service DX8A,Medium,2022-09-05T11:57:16Z,2022-09-06T11:57:16Z,Closed,Unassigned Queue,17.76,Medium,2000,Ticket,0.02,0.0,2,2022-09-06T05:43:12Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010599,Service C12HHX18A,Blocker,2022-12-18T13:12:08Z,2022-12-18T17:12:08Z,Closed,Support Pod 143,0.87,Low,15000,Ticket,0.01,0.7,5,2022-12-18T14:04:28Z,False,0,Continue monitoring under normal SLA watch.
HD-1011098,Service C06HG2XCU,High,2023-01-10T15:50:49Z,2023-01-11T03:50:49Z,Closed,Support Pod 193,7.19,Medium,5000,Ticket,0.01,0.0,4,2023-01-10T23:02:13Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007416,Service C07HRZ40,Blocker,2022-07-05T13:10:12Z,2022-07-05T17:10:12Z,Closed,Support Pod 260,1.18,Low,15000,Ticket,0.07,1.11,2,2022-07-05T14:20:59Z,False,0,Continue monitoring under normal SLA watch.
HD-13112,Service DX8A,Medium,2016-03-02T16:39:16Z,2016-03-03T16:39:16Z,Done,Unassigned Queue,13.45,Medium,2000,Vacation,13.45,0.0,1,2016-04-02T12:56:56Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001938,Service C05GPX0_,Blocker,2021-08-10T12:20:36Z,2021-08-10T16:20:36Z,Closed,Support Pod 186,863.34,Breached,15000,Ticket,0.02,0.0,4,2021-09-15T11:40:55Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-32101,Service C10GRX1NV,Blocker,,,Closed,Unassigned Queue,,Low,15000,HD Service,0.0,45.9,5,,False,0,Continue monitoring under normal SLA watch.
HD-1009171,Service C07GGZ40,Blocker,2022-10-11T16:43:24Z,2022-10-11T20:43:24Z,Closed,Support Pod 087,1.08,Low,15000,Ticket,1.08,0.0,1,2022-10-11T17:48:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1004201,Service C12GG0.A,Medium,2021-12-26T12:18:14Z,2021-12-27T12:18:14Z,Closed,Support Pod 176,18.89,Medium,2000,Ticket,0.04,0.0,5,2021-12-27T07:11:43Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
